food_id,food_name,category,cuisine,serving_size_g,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,saturated_fat_g,sodium_mg,potassium_mg,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,zinc_mg,vitamin_a_mcg,vitamin_c_mg,vitamin_d_mcg,vitamin_b12_mcg,cholesterol_mg,water_g,glycemic_index,meal_type,diet_tags,allergens,is_vegan,is_vegetarian,is_halal
CX012343,Bbq Teriyaki Chicken Breast (200G),Chicken,American,200,320.0,62.0,0.0,8.0,0.0,0.0,2.0,166.3,512.0,30.0,2.0,58.0,440.0,2.0,30.0,0.0,0.2,0.6,170.0,130.0,0.0,Lunch,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX012344,Bbq Teriyaki Chicken Breast (250G),Chicken,American,250,400.0,77.5,0.0,10.0,0.0,0.0,2.5,207.9,640.0,37.5,2.5,72.5,550.0,2.5,37.5,0.0,0.2,0.8,212.5,162.5,0.0,Lunch,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX012353,Bbq Butter Chicken Breast (100G),Chicken,American,100,166.5,31.0,0.0,4.7,0.0,0.0,1.2,77.0,256.0,15.0,1.0,29.0,220.0,1.0,15.0,0.0,0.1,0.3,85.0,65.0,0.0,Lunch,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX012354,Bbq Butter Chicken Breast (150G),Chicken,American,150,249.7,46.5,0.0,7.1,0.0,0.0,1.8,115.5,384.0,22.5,1.5,43.5,330.0,1.5,22.5,0.0,0.2,0.4,127.5,97.5,0.0,Lunch,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX012355,Bbq Butter Chicken Breast (200G),Chicken,American,200,333.0,62.0,0.0,9.4,0.0,0.0,2.4,154.0,512.0,30.0,2.0,58.0,440.0,2.0,30.0,0.0,0.2,0.6,170.0,130.0,0.0,Lunch,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX012356,Bbq Butter Chicken Breast (250G),Chicken,American,250,416.2,77.5,0.0,11.8,0.0,0.0,3.0,192.5,640.0,37.5,2.5,72.5,550.0,2.5,37.5,0.0,0.2,0.8,212.5,162.5,0.0,Lunch,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013601,Grilled Steak Beef Steak (100G),Beef,American,100,212.0,26.0,0.0,12.0,0.0,0.0,5.0,60.0,320.0,15.0,2.6,23.0,200.0,4.0,10.0,0.0,0.2,2.4,90.0,55.8,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013602,Grilled Steak Beef Steak (150G),Beef,American,150,318.0,39.0,0.0,18.0,0.0,0.0,7.5,90.0,480.0,22.5,3.9,34.5,300.0,6.0,15.0,0.0,0.3,3.6,135.0,83.7,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013603,Grilled Steak Beef Steak (200G),Beef,American,200,424.0,52.0,0.0,24.0,0.0,0.0,10.0,120.0,640.0,30.0,5.2,46.0,400.0,8.0,20.0,0.0,0.4,4.8,180.0,111.6,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013604,Grilled Steak Beef Steak (250G),Beef,American,250,530.0,65.0,0.0,30.0,0.0,0.0,12.5,150.0,800.0,37.5,6.5,57.5,500.0,10.0,25.0,0.0,0.5,6.0,225.0,139.5,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013621,Grilled Curry Beef Steak (100G),Beef,American,100,220.6,26.0,0.0,13.0,0.0,0.0,5.0,60.0,320.0,15.0,2.6,23.0,200.0,4.0,10.0,0.0,0.2,2.4,90.0,55.8,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013622,Grilled Curry Beef Steak (150G),Beef,American,150,331.0,39.0,0.0,19.4,0.0,0.0,7.5,90.0,480.0,22.5,3.9,34.5,300.0,6.0,15.0,0.0,0.3,3.6,135.0,83.7,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013623,Grilled Curry Beef Steak (200G),Beef,American,200,441.3,52.0,0.0,25.9,0.0,0.0,10.0,120.0,640.0,30.0,5.2,46.0,400.0,8.0,20.0,0.0,0.4,4.8,180.0,111.6,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013624,Grilled Curry Beef Steak (250G),Beef,American,250,551.6,65.0,0.0,32.4,0.0,0.0,12.5,150.0,800.0,37.5,6.5,57.5,500.0,10.0,25.0,0.0,0.5,6.0,225.0,139.5,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013641,Roasted Steak Beef Steak (100G),Beef,American,100,209.8,26.0,0.0,11.8,0.0,0.0,5.0,60.0,320.0,15.0,2.6,23.0,200.0,4.0,10.0,0.0,0.2,2.4,90.0,56.4,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013642,Roasted Steak Beef Steak (150G),Beef,American,150,314.8,39.0,0.0,17.6,0.0,0.0,7.5,90.0,480.0,22.5,3.9,34.5,300.0,6.0,15.0,0.0,0.3,3.6,135.0,84.6,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013643,Roasted Steak Beef Steak (200G),Beef,American,200,419.7,52.0,0.0,23.5,0.0,0.0,10.0,120.0,640.0,30.0,5.2,46.0,400.0,8.0,20.0,0.0,0.4,4.8,180.0,112.8,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013644,Roasted Steak Beef Steak (250G),Beef,American,250,524.6,65.0,0.0,29.4,0.0,0.0,12.5,150.0,800.0,37.5,6.5,57.5,500.0,10.0,25.0,0.0,0.5,6.0,225.0,141.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013661,Roasted Curry Beef Steak (100G),Beef,American,100,218.3,26.0,0.0,12.7,0.0,0.0,5.0,60.0,320.0,15.0,2.6,23.0,200.0,4.0,10.0,0.0,0.2,2.4,90.0,56.4,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013662,Roasted Curry Beef Steak (150G),Beef,American,150,327.5,39.0,0.0,19.1,0.0,0.0,7.5,90.0,480.0,22.5,3.9,34.5,300.0,6.0,15.0,0.0,0.3,3.6,135.0,84.6,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013663,Roasted Curry Beef Steak (200G),Beef,American,200,436.6,52.0,0.0,25.4,0.0,0.0,10.0,120.0,640.0,30.0,5.2,46.0,400.0,8.0,20.0,0.0,0.4,4.8,180.0,112.8,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013664,Roasted Curry Beef Steak (250G),Beef,American,250,545.8,65.0,0.0,31.8,0.0,0.0,12.5,150.0,800.0,37.5,6.5,57.5,500.0,10.0,25.0,0.0,0.5,6.0,225.0,141.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013841,Pepper Steak Beef Steak (100G),Beef,American,100,212.0,26.0,0.0,12.0,0.0,0.0,5.0,61.2,320.0,15.0,2.6,23.0,200.0,4.0,10.0,0.0,0.2,2.4,90.0,60.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013842,Pepper Steak Beef Steak (150G),Beef,American,150,318.0,39.0,0.0,18.0,0.0,0.0,7.5,91.8,480.0,22.5,3.9,34.5,300.0,6.0,15.0,0.0,0.3,3.6,135.0,90.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013843,Pepper Steak Beef Steak (200G),Beef,American,200,424.0,52.0,0.0,24.0,0.0,0.0,10.0,122.4,640.0,30.0,5.2,46.0,400.0,8.0,20.0,0.0,0.4,4.8,180.0,120.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013844,Pepper Steak Beef Steak (250G),Beef,American,250,530.0,65.0,0.0,30.0,0.0,0.0,12.5,153.0,800.0,37.5,6.5,57.5,500.0,10.0,25.0,0.0,0.5,6.0,225.0,150.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013861,Pepper Curry Beef Steak (100G),Beef,American,100,220.6,26.0,0.0,13.0,0.0,0.0,5.0,61.2,320.0,15.0,2.6,23.0,200.0,4.0,10.0,0.0,0.2,2.4,90.0,60.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013862,Pepper Curry Beef Steak (150G),Beef,American,150,331.0,39.0,0.0,19.4,0.0,0.0,7.5,91.8,480.0,22.5,3.9,34.5,300.0,6.0,15.0,0.0,0.3,3.6,135.0,90.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013863,Pepper Curry Beef Steak (200G),Beef,American,200,441.3,52.0,0.0,25.9,0.0,0.0,10.0,122.4,640.0,30.0,5.2,46.0,400.0,8.0,20.0,0.0,0.4,4.8,180.0,120.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013864,Pepper Curry Beef Steak (250G),Beef,American,250,551.6,65.0,0.0,32.4,0.0,0.0,12.5,153.0,800.0,37.5,6.5,57.5,500.0,10.0,25.0,0.0,0.5,6.0,225.0,150.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013881,Garlic Steak Beef Steak (100G),Beef,American,100,212.0,26.0,0.0,12.0,0.0,0.0,5.0,61.8,320.0,15.0,2.6,23.0,200.0,4.0,10.0,0.0,0.2,2.4,90.0,60.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013882,Garlic Steak Beef Steak (150G),Beef,American,150,318.0,39.0,0.0,18.0,0.0,0.0,7.5,92.7,480.0,22.5,3.9,34.5,300.0,6.0,15.0,0.0,0.3,3.6,135.0,90.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013883,Garlic Steak Beef Steak (200G),Beef,American,200,424.0,52.0,0.0,24.0,0.0,0.0,10.0,123.6,640.0,30.0,5.2,46.0,400.0,8.0,20.0,0.0,0.4,4.8,180.0,120.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013884,Garlic Steak Beef Steak (250G),Beef,American,250,530.0,65.0,0.0,30.0,0.0,0.0,12.5,154.5,800.0,37.5,6.5,57.5,500.0,10.0,25.0,0.0,0.5,6.0,225.0,150.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013901,Garlic Curry Beef Steak (100G),Beef,American,100,220.6,26.0,0.0,13.0,0.0,0.0,5.0,61.8,320.0,15.0,2.6,23.0,200.0,4.0,10.0,0.0,0.2,2.4,90.0,60.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013902,Garlic Curry Beef Steak (150G),Beef,American,150,331.0,39.0,0.0,19.4,0.0,0.0,7.5,92.7,480.0,22.5,3.9,34.5,300.0,6.0,15.0,0.0,0.3,3.6,135.0,90.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013903,Garlic Curry Beef Steak (200G),Beef,American,200,441.3,52.0,0.0,25.9,0.0,0.0,10.0,123.6,640.0,30.0,5.2,46.0,400.0,8.0,20.0,0.0,0.4,4.8,180.0,120.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013904,Garlic Curry Beef Steak (250G),Beef,American,250,551.6,65.0,0.0,32.4,0.0,0.0,12.5,154.5,800.0,37.5,6.5,57.5,500.0,10.0,25.0,0.0,0.5,6.0,225.0,150.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013921,Bbq Steak Beef Steak (100G),Beef,American,100,212.0,26.0,0.0,12.0,0.0,0.0,5.0,66.0,320.0,15.0,2.6,23.0,200.0,4.0,10.0,0.0,0.2,2.4,90.0,60.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013922,Bbq Steak Beef Steak (150G),Beef,American,150,318.0,39.0,0.0,18.0,0.0,0.0,7.5,99.0,480.0,22.5,3.9,34.5,300.0,6.0,15.0,0.0,0.3,3.6,135.0,90.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013923,Bbq Steak Beef Steak (200G),Beef,American,200,424.0,52.0,0.0,24.0,0.0,0.0,10.0,132.0,640.0,30.0,5.2,46.0,400.0,8.0,20.0,0.0,0.4,4.8,180.0,120.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013924,Bbq Steak Beef Steak (250G),Beef,American,250,530.0,65.0,0.0,30.0,0.0,0.0,12.5,165.0,800.0,37.5,6.5,57.5,500.0,10.0,25.0,0.0,0.5,6.0,225.0,150.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013941,Bbq Curry Beef Steak (100G),Beef,American,100,220.6,26.0,0.0,13.0,0.0,0.0,5.0,66.0,320.0,15.0,2.6,23.0,200.0,4.0,10.0,0.0,0.2,2.4,90.0,60.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013942,Bbq Curry Beef Steak (150G),Beef,American,150,331.0,39.0,0.0,19.4,0.0,0.0,7.5,99.0,480.0,22.5,3.9,34.5,300.0,6.0,15.0,0.0,0.3,3.6,135.0,90.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013943,Bbq Curry Beef Steak (200G),Beef,American,200,441.3,52.0,0.0,25.9,0.0,0.0,10.0,132.0,640.0,30.0,5.2,46.0,400.0,8.0,20.0,0.0,0.4,4.8,180.0,120.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX013944,Bbq Curry Beef Steak (250G),Beef,American,250,551.6,65.0,0.0,32.4,0.0,0.0,12.5,165.0,800.0,37.5,6.5,57.5,500.0,10.0,25.0,0.0,0.5,6.0,225.0,150.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,,False,False,True
CX015201,Grilled Fillet Salmon Fillet (100G),Fish,Global,100,119.0,23.0,0.0,3.0,0.0,0.0,0.7,80.0,370.0,25.0,0.6,30.0,250.0,0.6,18.0,0.0,3.0,2.5,55.0,67.9,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,Fish;Shellfish,False,False,True
CX015202,Grilled Fillet Salmon Fillet (150G),Fish,Global,150,178.5,34.5,0.0,4.5,0.0,0.0,1.0,120.0,555.0,37.5,0.9,45.0,375.0,0.9,27.0,0.0,4.5,3.8,82.5,101.8,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,Fish;Shellfish,False,False,True
CX015203,Grilled Fillet Salmon Fillet (200G),Fish,Global,200,238.0,46.0,0.0,6.0,0.0,0.0,1.4,160.0,740.0,50.0,1.2,60.0,500.0,1.2,36.0,0.0,6.0,5.0,110.0,135.8,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,Fish;Shellfish,False,False,True
CX015204,Grilled Fillet Salmon Fillet (250G),Fish,Global,250,297.5,57.5,0.0,7.5,0.0,0.0,1.8,200.0,925.0,62.5,1.5,75.0,625.0,1.5,45.0,0.0,7.5,6.2,137.5,169.7,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,Fish;Shellfish,False,False,True
CX015237,Grilled Bbq Salmon Fillet (100G),Fish,Global,100,119.0,23.0,0.0,3.0,0.0,0.0,0.7,88.0,370.0,25.0,0.6,30.0,250.0,0.6,18.0,0.0,3.0,2.5,55.0,67.9,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,Fish;Shellfish,False,False,True
CX015238,Grilled Bbq Salmon Fillet (150G),Fish,Global,150,178.5,34.5,0.0,4.5,0.0,0.0,1.0,132.0,555.0,37.5,0.9,45.0,375.0,0.9,27.0,0.0,4.5,3.8,82.5,101.8,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,Fish;Shellfish,False,False,True
CX015239,Grilled Bbq Salmon Fillet (200G),Fish,Global,200,238.0,46.0,0.0,6.0,0.0,0.0,1.4,176.0,740.0,50.0,1.2,60.0,500.0,1.2,36.0,0.0,6.0,5.0,110.0,135.8,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,Fish;Shellfish,False,False,True
CX015240,Grilled Bbq Salmon Fillet (250G),Fish,Global,250,297.5,57.5,0.0,7.5,0.0,0.0,1.8,220.0,925.0,62.5,1.5,75.0,625.0,1.5,45.0,0.0,7.5,6.2,137.5,169.7,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,Fish;Shellfish,False,False,True
CX015321,Fried Fillet Salmon Fillet (100G),Fish,Global,100,128.4,23.0,0.0,4.1,0.0,0.0,0.7,80.0,370.0,25.0,0.6,30.0,250.0,0.6,18.0,0.0,3.0,2.5,55.0,65.7,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,Fish;Shellfish,False,False,True
CX015322,Fried Fillet Salmon Fillet (150G),Fish,Global,150,192.7,34.5,0.0,6.1,0.0,0.0,1.0,120.0,555.0,37.5,0.9,45.0,375.0,0.9,27.0,0.0,4.5,3.8,82.5,98.5,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,Fish;Shellfish,False,False,True
CX015323,Fried Fillet Salmon Fillet (200G),Fish,Global,200,256.9,46.0,0.0,8.1,0.0,0.0,1.4,160.0,740.0,50.0,1.2,60.0,500.0,1.2,36.0,0.0,6.0,5.0,110.0,131.4,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,Fish;Shellfish,False,False,True
CX015324,Fried Fillet Salmon Fillet (250G),Fish,Global,250,321.1,57.5,0.0,10.1,0.0,0.0,1.8,200.0,925.0,62.5,1.5,75.0,625.0,1.5,45.0,0.0,7.5,6.2,137.5,164.2,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,Fish;Shellfish,False,False,True
CX015357,Fried Bbq Salmon Fillet (100G),Fish,Global,100,128.4,23.0,0.0,4.1,0.0,0.0,0.7,88.0,370.0,25.0,0.6,30.0,250.0,0.6,18.0,0.0,3.0,2.5,55.0,65.7,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,Fish;Shellfish,False,False,True
CX015358,Fried Bbq Salmon Fillet (150G),Fish,Global,150,192.7,34.5,0.0,6.1,0.0,0.0,1.0,132.0,555.0,37.5,0.9,45.0,375.0,0.9,27.0,0.0,4.5,3.8,82.5,98.5,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,Fish;Shellfish,False,False,True
CX015359,Fried Bbq Salmon Fillet (200G),Fish,Global,200,256.9,46.0,0.0,8.1,0.0,0.0,1.4,176.0,740.0,50.0,1.2,60.0,500.0,1.2,36.0,0.0,6.0,5.0,110.0,131.4,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,Fish;Shellfish,False,False,True
CX015360,Fried Bbq Salmon Fillet (250G),Fish,Global,250,321.1,57.5,0.0,10.1,0.0,0.0,1.8,220.0,925.0,62.5,1.5,75.0,625.0,1.5,45.0,0.0,7.5,6.2,137.5,164.2,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,Fish;Shellfish,False,False,True
CX015441,Garlic Fillet Salmon Fillet (100G),Fish,Global,100,119.0,23.0,0.0,3.0,0.0,0.0,0.7,82.4,370.0,25.0,0.6,30.0,250.0,0.6,18.0,0.0,3.0,2.5,55.0,73.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,Fish;Shellfish,False,False,True
CX015442,Garlic Fillet Salmon Fillet (150G),Fish,Global,150,178.5,34.5,0.0,4.5,0.0,0.0,1.0,123.6,555.0,37.5,0.9,45.0,375.0,0.9,27.0,0.0,4.5,3.8,82.5,109.5,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,Fish;Shellfish,False,False,True
CX015443,Garlic Fillet Salmon Fillet (200G),Fish,Global,200,238.0,46.0,0.0,6.0,0.0,0.0,1.4,164.8,740.0,50.0,1.2,60.0,500.0,1.2,36.0,0.0,6.0,5.0,110.0,146.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,Fish;Shellfish,False,False,True
CX015444,Garlic Fillet Salmon Fillet (250G),Fish,Global,250,297.5,57.5,0.0,7.5,0.0,0.0,1.8,206.0,925.0,62.5,1.5,75.0,625.0,1.5,45.0,0.0,7.5,6.2,137.5,182.5,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,Fish;Shellfish,False,False,True
CX015477,Garlic Bbq Salmon Fillet (100G),Fish,Global,100,119.0,23.0,0.0,3.0,0.0,0.0,0.7,90.6,370.0,25.0,0.6,30.0,250.0,0.6,18.0,0.0,3.0,2.5,55.0,73.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,Fish;Shellfish,False,False,True
CX015478,Garlic Bbq Salmon Fillet (150G),Fish,Global,150,178.5,34.5,0.0,4.5,0.0,0.0,1.0,136.0,555.0,37.5,0.9,45.0,375.0,0.9,27.0,0.0,4.5,3.8,82.5,109.5,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,Fish;Shellfish,False,False,True
CX015479,Garlic Bbq Salmon Fillet (200G),Fish,Global,200,238.0,46.0,0.0,6.0,0.0,0.0,1.4,181.3,740.0,50.0,1.2,60.0,500.0,1.2,36.0,0.0,6.0,5.0,110.0,146.0,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,Fish;Shellfish,False,False,True
CX015480,Garlic Bbq Salmon Fillet (250G),Fish,Global,250,297.5,57.5,0.0,7.5,0.0,0.0,1.8,226.6,925.0,62.5,1.5,75.0,625.0,1.5,45.0,0.0,7.5,6.2,137.5,182.5,0.0,Dinner,High Protein;Low Carb;Keto;Gluten Free,Fish;Shellfish,False,False,True
CX016801,Boiled Egg (100G),Eggs,Global,100,150.4,13.0,1.1,10.4,0.0,0.0,3.3,124.0,126.0,50.0,1.8,12.0,200.0,1.2,160.0,0.0,2.0,1.1,373.0,76.0,0.0,Breakfast,High Protein;Low Carb;Keto;Vegetarian,Eggs,False,True,True
CX016802,Boiled Egg (150G),Eggs,Global,150,225.7,19.5,1.7,15.7,0.0,0.0,4.9,186.0,189.0,75.0,2.7,18.0,300.0,1.8,240.0,0.0,3.0,1.7,559.5,114.0,0.0,Breakfast,High Protein;Low Carb;Keto;Vegetarian,Eggs,False,True,True
CX016803,Boiled Egg (200G),Eggs,Global,200,300.9,26.0,2.2,20.9,0.0,0.0,6.6,248.0,252.0,100.0,3.6,24.0,400.0,2.4,320.0,0.0,4.0,2.2,746.0,152.0,0.0,Breakfast,High Protein;Low Carb;Keto;Vegetarian,Eggs,False,True,True
CX016804,Boiled Egg (250G),Eggs,Global,250,376.1,32.5,2.8,26.1,0.0,0.0,8.2,310.0,315.0,125.0,4.5,30.0,500.0,3.0,400.0,0.0,5.0,2.8,932.5,190.0,0.0,Breakfast,High Protein;Low Carb;Keto;Vegetarian,Eggs,False,True,True
CX016825,Boiled Wrap Egg (100G),Eggs,Global,100,150.5,13.0,1.1,10.4,0.0,0.0,3.3,124.0,126.0,50.0,1.8,12.0,200.0,1.2,160.0,0.0,2.0,1.1,373.0,76.0,0.0,Breakfast,High Protein;Low Carb;Keto;Vegetarian,Eggs,False,True,True
CX016826,Boiled Wrap Egg (150G),Eggs,Global,150,225.8,19.5,1.7,15.7,0.0,0.0,4.9,186.0,189.0,75.0,2.7,18.0,300.0,1.8,240.0,0.0,3.0,1.7,559.5,114.0,0.0,Breakfast,High Protein;Low Carb;Keto;Vegetarian,Eggs,False,True,True
CX016827,Boiled Wrap Egg (200G),Eggs,Global,200,301.1,26.0,2.2,20.9,0.0,0.0,6.6,248.0,252.0,100.0,3.6,24.0,400.0,2.4,320.0,0.0,4.0,2.2,746.0,152.0,0.0,Breakfast,High Protein;Low Carb;Keto;Vegetarian,Eggs,False,True,True
CX016828,Boiled Wrap Egg (250G),Eggs,Global,250,376.3,32.5,2.8,26.1,0.0,0.0,8.2,310.0,315.0,125.0,4.5,30.0,500.0,3.0,400.0,0.0,5.0,2.8,932.5,190.0,0.0,Breakfast,High Protein;Low Carb;Keto;Vegetarian,Eggs,False,True,True
CX016841,Scrambled Egg (100G),Eggs,Global,100,163.3,13.0,1.1,11.9,0.0,0.0,3.3,124.0,126.0,50.0,1.8,12.0,200.0,1.2,160.0,0.0,2.0,1.1,373.0,76.0,0.0,Breakfast,High Protein;Low Carb;Keto;Vegetarian,Eggs,False,True,True
CX016842,Scrambled Egg (150G),Eggs,Global,150,245.0,19.5,1.7,17.8,0.0,0.0,4.9,186.0,189.0,75.0,2.7,18.0,300.0,1.8,240.0,0.0,3.0,1.7,559.5,114.0,0.0,Breakfast,High Protein;Low Carb;Keto;Vegetarian,Eggs,False,True,True
CX016843,Scrambled Egg (200G),Eggs,Global,200,326.6,26.0,2.2,23.8,0.0,0.0,6.6,248.0,252.0,100.0,3.6,24.0,400.0,2.4,320.0,0.0,4.0,2.2,746.0,152.0,0.0,Breakfast,High Protein;Low Carb;Keto;Vegetarian,Eggs,False,True,True
CX016844,Scrambled Egg (250G),Eggs,Global,250,408.3,32.5,2.8,29.7,0.0,0.0,8.2,310.0,315.0,125.0,4.5,30.0,500.0,3.0,400.0,0.0,5.0,2.8,932.5,190.0,0.0,Breakfast,High Protein;Low Carb;Keto;Vegetarian,Eggs,False,True,True
CX016865,Scrambled Wrap Egg (100G),Eggs,Global,100,163.4,13.0,1.1,11.9,0.0,0.0,3.3,124.0,126.0,50.0,1.8,12.0,200.0,1.2,160.0,0.0,2.0,1.1,373.0,76.0,0.0,Breakfast,High Protein;Low Carb;Keto;Vegetarian,Eggs,False,True,True
CX016866,Scrambled Wrap Egg (150G),Eggs,Global,150,245.1,19.5,1.7,17.8,0.0,0.0,4.9,186.0,189.0,75.0,2.7,18.0,300.0,1.8,240.0,0.0,3.0,1.7,559.5,114.0,0.0,Breakfast,High Protein;Low Carb;Keto;Vegetarian,Eggs,False,True,True
CX016867,Scrambled Wrap Egg (200G),Eggs,Global,200,326.8,26.0,2.2,23.8,0.0,0.0,6.6,248.0,252.0,100.0,3.6,24.0,400.0,2.4,320.0,0.0,4.0,2.2,746.0,152.0,0.0,Breakfast,High Protein;Low Carb;Keto;Vegetarian,Eggs,False,True,True
CX016868,Scrambled Wrap Egg (250G),Eggs,Global,250,408.5,32.5,2.8,29.7,0.0,0.0,8.2,310.0,315.0,125.0,4.5,30.0,500.0,3.0,400.0,0.0,5.0,2.8,932.5,190.0,0.0,Breakfast,High Protein;Low Carb;Keto;Vegetarian,Eggs,False,True,True
CX016881,Fried Egg (100G),Eggs,Global,100,190.1,13.0,1.1,14.9,0.0,0.0,3.3,124.0,126.0,50.0,1.8,12.0,200.0,1.2,160.0,0.0,2.0,1.1,373.0,68.4,0.0,Breakfast,High Protein;Low Carb;Keto;Vegetarian,Eggs,False,True,True
CX016882,Fried Egg (150G),Eggs,Global,150,285.1,19.5,1.7,22.3,0.0,0.0,4.9,186.0,189.0,75.0,2.7,18.0,300.0,1.8,240.0,0.0,3.0,1.7,559.5,102.6,0.0,Breakfast,High Protein;Low Carb;Keto;Vegetarian,Eggs,False,True,True
CX016883,Fried Egg (200G),Eggs,Global,200,380.1,26.0,2.2,29.7,0.0,0.0,6.6,248.0,252.0,100.0,3.6,24.0,400.0,2.4,320.0,0.0,4.0,2.2,746.0,136.8,0.0,Breakfast,High Protein;Low Carb;Keto;Vegetarian,Eggs,False,True,True
CX016884,Fried Egg (250G),Eggs,Global,250,475.1,32.5,2.8,37.1,0.0,0.0,8.2,310.0,315.0,125.0,4.5,30.0,500.0,3.0,400.0,0.0,5.0,2.8,932.5,171.0,0.0,Breakfast,High Protein;Low Carb;Keto;Vegetarian,Eggs,False,True,True
